,id,loan_amnt,term,int_rate, installment ,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,acc_now_delinq,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,is_good_customer
2955,85590073,8400,36,0.09, 269.04 ,2,2,1.0,MORTGAGE,168000.0,Source Verified,debt_consolidation,Debt consolidation,TX,7.67,0,Jul-03,1,,,10,0,14904,23.70%,49,f,,0,449769,1,2,1,2,10.0,22067,64.0,3,6,6610,38,63000,4,1,8,9,49974,37490.0,21.9,0,0,133.0,157,5,5,8,19.0,,1.0,,0,2,5,3,16,8,7,32,5,10,0.0,0,0,5,100.0,0.0,0,0,514385,36971,48000,34385,yes
2956,85563420,2500,36,0.11, 81.84 ,2,4,10.0,MORTGAGE,75000.0,Not Verified,home_improvement,Home improvement,KY,10.88,1,Jun-03,0,7.0,,6,0,0,0%,20,w,7.0,0,308489,0,2,0,2,20.0,19224,67.0,0,1,0,48,10800,1,1,0,4,51415,,,0,0,135.0,157,15,15,3,,7.0,18.0,7.0,1,0,0,0,3,6,2,11,0,6,0.0,0,1,0,85.0,,0,0,341295,19224,0,28904,yes
2957,86051280,10000,36,0.13, 335.93 ,3,1,10.0,RENT,70000.0,Source Verified,debt_consolidation,Debt consolidation,CA,20.62,1,Mar-01,2,19.0,,15,0,4940,16.50%,28,f,,0,71422,1,4,4,4,5.0,66482,90.0,0,1,3625,69,29900,3,1,3,5,4761,14183.0,24.6,0,0,168.0,175,23,5,1,23.0,,2.0,,0,3,5,6,7,13,11,13,5,15,0.0,0,0,4,92.9,0.0,0,0,103463,71422,18800,73563,no
2958,87046337,2000,36,0.07, 61.75 ,1,2,5.0,MORTGAGE,36000.0,Not Verified,other,Other,VA,5.7,0,Apr-04,1,42.0,,4,0,243,4.90%,10,w,,0,77069,0,1,0,1,16.0,3194,64.0,0,0,243,34,5000,0,1,1,1,19267,4757.0,4.9,0,0,148.0,131,57,16,1,57.0,42.0,0.0,42.0,0,1,1,2,5,3,2,5,1,4,0.0,0,0,0,90.0,0.0,0,0,87569,3437,5000,5000,yes
2959,86914940,2500,36,0.17, 89.12 ,4,1,10.0,RENT,80000.0,Source Verified,credit_card,Credit card refinancing,WA,28.43,0,Nov-99,0,,97.0,8,1,17220,96.20%,13,w,,0,74188,0,3,0,3,13.0,56968,83.0,0,0,11207,86,17900,1,2,0,3,9274,507.0,96.6,0,0,128.0,201,37,13,0,58.0,,19.0,,0,4,5,4,6,5,5,8,5,8,0.0,0,0,0,100.0,100.0,1,0,86638,74188,14800,68738,no
2960,87025628,8850,36,0.25, 351.83 ,5,4,0.5,RENT,40000.0,Verified,moving,Moving and relocation,TX,9.51,1,Dec-08,2,23.0,,5,0,3432,62.40%,12,f,62.0,0,8134,1,2,0,0,41.0,4702,36.0,2,2,1692,44,5500,1,0,3,2,1627,2068.0,62.4,0,0,92.0,88,3,3,0,3.0,23.0,0.0,23.0,0,3,3,3,6,4,3,8,3,5,0.0,0,0,2,75.0,33.3,0,0,18610,8134,5500,13110,no
2961,86973842,10000,36,0.13, 335.93 ,3,1,4.0,OWN,81000.0,Verified,credit_card,Credit card refinancing,MA,22.43,0,Aug-08,1,,,8,0,13760,34.70%,13,w,,0,36821,0,4,0,4,13.0,23061,56.0,1,2,13584,46,39600,2,0,2,6,4603,20040.0,40.7,0,0,96.0,83,12,12,0,12.0,,3.0,,0,2,2,3,4,8,4,5,2,8,0.0,0,0,1,100.0,33.3,0,0,80706,36821,33800,41106,no
2962,87034903,16000,60,0.13, 362.34 ,3,1,10.0,RENT,92000.0,Not Verified,debt_consolidation,Debt consolidation,FL,24.6,0,Nov-04,2,,,13,0,3254,8.10%,33,w,,0,214702,0,4,2,4,7.0,74819,85.0,0,2,2688,61,40100,1,1,2,6,16516,27646.0,10.5,0,0,123.0,141,20,7,2,20.0,,1.0,,0,3,3,4,5,16,8,15,3,13,0.0,0,0,2,100.0,0.0,0,0,281928,78073,30900,88583,yes
2963,86964309,18000,36,0.11, 589.22 ,2,4,10.0,MORTGAGE,74000.0,Source Verified,debt_consolidation,Debt consolidation,TX,6.91,0,Oct-95,0,,85.0,8,1,14121,61.10%,16,w,,0,277455,1,0,0,0,53.0,0,,2,3,8959,61,23100,0,0,1,4,34682,2764.0,81.4,0,0,100.0,250,2,2,5,23.0,,9.0,,0,3,5,4,5,2,7,9,5,8,0.0,0,0,3,100.0,50.0,1,0,290173,14121,14900,0,yes
2964,87324119,10000,36,0.09, 317.96 ,2,1,3.0,MORTGAGE,155000.0,Not Verified,other,Other,MD,20.06,0,Apr-03,0,,,13,0,11212,38.80%,30,w,,0,148611,0,3,1,3,8.0,100073,84.0,0,0,4340,57,28900,0,3,2,3,11432,12269.0,45.7,0,0,126.0,160,37,8,2,53.0,,2.0,,0,3,5,5,8,13,9,15,5,13,0.0,0,0,1,100.0,40.0,0,0,209597,111285,22600,124497,no
2965,86905446,10000,60,0.11, 217.38 ,2,4,6.0,MORTGAGE,125000.0,Source Verified,other,Other,IN,7.9,0,Jan-01,0,34.0,60.0,8,1,3197,20.10%,20,w,114.0,0,32642,1,3,0,1,19.0,29445,66.0,2,3,1840,54,15900,0,1,2,4,4080,11803.0,21.3,0,0,131.0,187,3,3,0,3.0,34.0,4.0,34.0,1,3,3,3,9,6,5,14,3,8,0.0,0,0,2,85.0,0.0,0,1,60558,32642,15000,44658,yes
2966,87046161,24000,60,0.24, 690.30 ,5,2,10.0,OWN,95000.0,Source Verified,debt_consolidation,Debt consolidation,MA,14.34,0,May-03,1,54.0,,16,0,16800,55.40%,28,w,,0,345675,2,3,2,4,5.0,13003,62.0,1,2,5571,58,30300,4,0,4,7,26590,11900.0,58.5,0,0,139.0,159,1,1,1,1.0,,1.0,,0,8,8,10,12,12,12,15,8,16,0.0,0,0,3,96.4,50.0,0,0,374403,29803,28700,21103,yes
2967,86996241,23400,36,0.1, 760.45 ,2,3,10.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,Debt consolidation,CA,22.74,0,Apr-89,0,61.0,,21,0,20084,40.60%,35,w,,0,100337,1,7,3,5,6.0,53305,93.0,1,5,5623,69,49500,0,2,0,10,4778,11456.0,63.2,0,0,145.0,328,7,6,3,21.0,61.0,19.0,61.0,0,5,7,6,10,10,13,22,7,21,0.0,0,0,4,97.1,50.0,0,0,167065,73389,31100,57565,yes
2968,87005087,24000,36,0.11, 785.62 ,2,4,10.0,RENT,160000.0,Source Verified,debt_consolidation,Debt consolidation,PA,15.53,1,Dec-02,1,5.0,,9,0,13575,76.70%,19,w,75.0,0,71382,3,3,1,2,6.0,57807,83.0,3,5,5859,79,17700,1,0,4,7,7931,3693.0,75.4,0,0,155.0,164,2,2,3,6.0,,2.0,5.0,1,3,5,4,6,8,6,8,5,9,0.0,0,0,4,84.2,75.0,0,0,111372,71382,15000,93672,yes
2969,86955129,5000,36,0.11, 163.67 ,2,4,10.0,MORTGAGE,64000.0,Verified,debt_consolidation,Debt consolidation,CO,18.99,0,Nov-03,1,,89.0,11,1,5089,42.10%,23,f,,0,294620,3,3,1,2,2.0,32921,77.0,0,4,715,69,12100,2,5,6,10,26784,2974.0,19.6,0,0,143.0,128,13,2,7,20.0,,2.0,,0,2,5,2,3,7,7,9,5,11,0.0,0,0,3,100.0,0.0,1,0,312395,38010,3700,42868,yes
2970,86935002,20000,36,0.1, 649.96 ,2,3,7.0,MORTGAGE,120000.0,Source Verified,debt_consolidation,Debt consolidation,TX,11.19,0,Nov-09,0,,,16,0,26873,43.30%,23,w,,0,186591,0,1,0,2,13.0,13058,73.0,0,1,10199,50,62000,0,0,2,4,12439,16839.0,61.3,0,0,54.0,81,22,8,2,22.0,,10.0,,0,8,9,8,9,6,14,15,9,16,0.0,0,0,1,100.0,37.5,0,0,233600,39931,43500,18000,yes
2971,86915549,25000,36,0.13, 848.27 ,3,2,8.0,MORTGAGE,85000.0,Source Verified,major_purchase,Major purchase,CA,7.79,0,Feb-94,0,44.0,,8,0,9951,79.60%,18,w,,0,243416,0,4,0,0,101.0,20031,46.0,0,0,9453,53,12500,0,0,0,1,34774,2549.0,79.6,0,0,144.0,270,83,22,1,83.0,44.0,22.0,44.0,0,2,2,2,5,10,3,7,2,8,0.0,0,0,0,94.4,50.0,0,0,275021,29982,12500,44021,yes
2972,86954652,22000,36,0.2, 817.49 ,4,4,6.0,MORTGAGE,50000.0,Verified,debt_consolidation,Debt consolidation,MI,19.47,0,Jan-03,0,33.0,,10,0,9900,39.80%,23,f,50.0,0,143685,1,1,0,0,26.0,16379,67.0,3,4,3751,53,24900,1,5,1,5,14369,3461.0,70.4,0,0,102.0,163,6,6,4,8.0,,9.0,60.0,1,4,6,4,5,4,8,15,6,10,0.0,0,0,3,87.0,25.0,0,0,172688,26279,11700,24442,yes
2973,86904964,40000,60,0.13, 920.19 ,3,2,2.0,MORTGAGE,145000.0,Verified,debt_consolidation,Debt consolidation,SC,21.61,0,Mar-97,0,,,14,0,17638,19.30%,39,w,,0,569867,1,4,3,6,2.0,157149,101.0,1,1,15044,34,91600,1,1,2,8,40705,58962.0,23.0,0,0,153.0,233,9,2,6,9.0,,11.0,,0,5,5,8,10,18,9,15,5,14,0.0,0,0,5,100.0,12.5,0,0,669589,174787,76600,177418,yes
2974,86973934,5675,36,0.24, 222.62 ,5,2,9.0,OWN,66000.0,Source Verified,other,Other,CT,3.36,2,May-04,0,10.0,,5,0,282,8.80%,14,w,81.0,0,114326,0,3,0,0,34.0,114044,69.0,0,0,0,58,3200,0,0,0,0,22865,,,0,0,147.0,37,27,27,1,,,23.0,10.0,1,0,1,0,0,9,2,4,1,5,0.0,0,0,0,57.1,,0,0,113011,114326,0,109811,no
2975,85697956,15000,60,0.19, 389.03 ,4,3,2.0,OWN,94000.0,Source Verified,medical,Medical expenses,AZ,4.75,0,Aug-11,0,,,12,0,8582,31.60%,16,w,,0,8582,0,0,0,0,,0,,5,13,2651,32,27200,0,0,4,13,715,10018.0,46.1,0,0,,59,7,7,0,7.0,,7.0,,0,4,4,6,8,0,12,16,4,12,0.0,0,0,5,100.0,16.7,0,0,27200,8582,18600,0,yes
2976,85620811,12000,60,0.25, 354.26 ,5,5,1.0,OWN,220000.0,Source Verified,home_improvement,Home improvement,KY,18.78,2,May-03,4,10.0,,26,0,9912,50.80%,37,w,,0,465216,3,19,2,4,6.0,455304,94.0,4,4,9304,89,19500,5,5,11,8,17893,2496.0,78.8,0,0,119.0,159,4,4,0,4.0,23.0,0.0,23.0,0,1,3,2,3,26,7,11,3,26,0.0,0,0,6,87.9,50.0,0,0,442212,465216,11800,422712,no
2977,86923179,21000,60,0.25, 619.96 ,5,5,2.0,OWN,50000.0,Verified,debt_consolidation,Debt consolidation,FL,18.05,0,Sep-98,0,31.0,,10,0,599,6%,32,w,,0,31047,2,5,4,8,3.0,30448,101.0,2,4,233,77,10000,6,0,6,12,3105,7767.0,2.9,0,0,215.0,102,11,3,0,12.0,31.0,5.0,31.0,0,1,2,2,7,21,5,11,2,10,0.0,0,0,6,87.5,0.0,0,0,40200,31047,8000,30200,yes
2978,85573659,30000,36,0.08, 939.96 ,1,4,8.0,RENT,121500.0,Source Verified,debt_consolidation,Debt consolidation,MD,4.58,0,Apr-02,0,,,9,0,6888,10.70%,24,f,,0,18145,0,1,0,0,27.0,11257,58.0,0,0,4000,22,64500,0,0,0,0,2016,47612.0,12.6,0,0,156.0,172,30,27,0,30.0,,,,0,5,5,7,10,13,8,11,5,9,0.0,0,0,0,100.0,0.0,0,0,83890,18145,54500,19390,yes
2979,86984893,10000,36,0.09, 320.29 ,2,2,10.0,OWN,85000.0,Source Verified,debt_consolidation,Debt consolidation,TN,11.89,0,Nov-03,1,,,12,0,26540,46.60%,21,f,,0,236383,2,1,1,1,2.0,6048,98.0,2,4,9564,52,56900,0,4,2,6,19699,17666.0,53.6,0,0,153.0,135,3,2,1,3.0,,2.0,,0,5,9,6,6,6,10,14,9,12,0.0,0,0,4,100.0,16.7,0,0,269676,32588,38100,6151,yes
2980,86985405,14000,60,0.1, 300.85 ,2,3,8.0,MORTGAGE,77150.0,Source Verified,debt_consolidation,Debt consolidation,NC,16.57,0,Apr-97,0,,,17,0,4867,9.30%,36,w,,0,295626,0,5,0,1,24.0,132519,78.0,2,2,1710,48,52600,1,2,1,4,18477,25253.0,11.4,0,0,133.0,232,12,12,4,12.0,,12.0,,1,3,5,4,5,15,11,17,5,17,0.0,0,0,2,97.1,0.0,0,0,375389,137386,28500,161928,yes
2981,86956192,6300,36,0.07, 194.50 ,1,2,10.0,MORTGAGE,67500.0,Not Verified,home_improvement,Home improvement,MN,28.79,0,Apr-05,0,66.0,,11,0,1641,5.60%,25,w,,0,166145,0,4,1,5,10.0,53738,73.0,2,4,1115,43,29500,1,0,1,9,15104,23859.0,6.4,0,0,133.0,136,7,7,2,7.0,66.0,10.0,66.0,0,3,3,4,9,10,5,13,3,11,0.0,0,0,3,96.0,0.0,0,0,223755,55379,25500,74102,yes
2982,87063126,35000,36,0.21," 1,327.45 ",4,5,7.0,MORTGAGE,95000.0,Verified,credit_card,Credit card refinancing,IL,10.19,0,Feb-06,1,,,10,0,36964,33.40%,29,w,,0,36964,0,0,2,3,11.0,0,,1,2,13450,33,88200,3,7,6,5,4107,35452.0,26.9,0,0,117.0,123,10,10,1,10.0,,3.0,,0,4,6,7,13,8,10,19,6,10,0.0,0,0,3,100.0,0.0,0,0,88200,36964,61800,0,no
2983,87025133,27600,36,0.18, 997.67 ,4,2,10.0,OWN,60000.0,Not Verified,debt_consolidation,Debt consolidation,FL,18.8,0,Jun-05,0,,114.0,7,1,6964,25.30%,12,w,,0,9637,0,1,0,0,25.0,2673,15.0,3,3,6964,21,27500,0,0,1,3,1377,12036.0,36.7,0,0,115.0,134,7,7,0,7.0,,7.0,,0,1,1,4,6,3,6,9,1,7,0.0,0,0,3,100.0,25.0,1,0,45191,9637,19000,17691,yes
2984,87025165,30000,36,0.08, 939.96 ,1,4,6.0,MORTGAGE,127000.0,Source Verified,debt_consolidation,Debt consolidation,UT,9.64,0,Jan-00,0,,,17,0,70785,37.60%,41,w,,0,316547,0,0,0,0,27.0,0,,3,13,10260,38,188500,1,2,0,16,18620,110670.0,22.3,0,0,134.0,199,12,12,5,12.0,,13.0,,0,7,9,14,23,7,16,28,9,17,0.0,0,0,3,100.0,7.1,0,0,444500,70785,142500,0,yes
2985,87004940,32000,36,0.2," 1,189.08 ",4,4,4.0,OWN,85000.0,Verified,debt_consolidation,Debt consolidation,NY,2.43,1,Aug-12,0,7.0,,4,0,1903,8.50%,9,w,,0,1903,0,0,0,0,,0,,1,1,989,9,22400,0,0,4,1,476,15377.0,6.2,0,0,,48,7,7,0,7.0,37.0,1.0,26.0,0,2,3,3,5,0,4,7,3,4,0.0,0,0,1,75.0,0.0,0,0,22400,1903,16400,0,yes
2986,86924599,20000,60,0.14, 465.27 ,3,3,9.0,MORTGAGE,65900.0,Not Verified,debt_consolidation,Debt consolidation,NY,25.48,0,Nov-01,0,,,13,0,23263,55.50%,26,w,,0,119284,2,4,2,4,4.0,47318,82.0,1,1,8730,71,41900,2,5,3,6,9176,4415.0,76.4,0,0,168.0,130,2,2,6,2.0,,4.0,,0,3,5,4,4,10,8,10,5,13,0.0,0,0,3,100.0,50.0,0,0,154544,70581,18700,57644,yes
2987,86913042,30000,36,0.14," 1,032.49 ",3,4,9.0,RENT,85000.0,Verified,credit_card,Credit card refinancing,CA,21.22,0,Feb-96,0,,,14,0,32611,62.50%,23,w,,0,69646,2,2,1,3,3.0,37035,89.0,1,8,8289,74,52200,1,0,1,11,4975,9789.0,76.9,0,0,104.0,246,3,3,1,3.0,,8.0,,0,8,8,8,10,5,12,17,8,14,0.0,0,0,2,100.0,50.0,0,0,93774,69646,42400,41574,no
2988,87043834,16800,36,0.11, 549.94 ,2,4,5.0,OWN,76000.0,Source Verified,other,Other,CA,14.59,0,Sep-02,0,62.0,,9,0,13120,42.10%,24,f,62.0,0,26645,2,2,2,6,3.0,13525,96.0,3,4,6152,59,31200,0,2,1,10,2961,6848.0,47.3,0,0,22.0,167,7,3,0,7.0,67.0,7.0,62.0,6,1,2,3,10,6,7,17,2,9,0.0,0,0,5,75.0,0.0,0,0,45290,26645,13000,14090,yes
2989,87063324,16000,36,0.13, 537.49 ,3,1,2.0,RENT,60000.0,Source Verified,debt_consolidation,Debt consolidation,MN,13.16,0,Jan-02,2,41.0,,13,0,9809,31.60%,19,w,61.0,0,17935,2,1,0,0,33.0,8119,57.0,4,6,4605,40,31000,0,1,4,7,1495,16817.0,26.9,0,0,175.0,128,4,4,0,9.0,41.0,4.0,41.0,1,5,7,6,10,3,10,14,7,13,0.0,0,0,4,84.2,0.0,0,0,45448,17935,23000,14239,yes
2990,85117286,4150,36,0.2, 154.21 ,4,4,0.0,MORTGAGE,13000.0,Verified,moving,Moving and relocation,UT,7.57,0,Sep-96,0,,,2,0,2667,35.60%,12,w,,0,2667,0,0,0,1,23.0,0,,0,0,2568,36,7500,0,1,0,1,1334,3932.0,39.5,0,0,112.0,238,108,23,0,112.0,,,,0,1,2,1,4,2,2,10,2,2,0.0,0,0,0,100.0,0.0,0,0,7500,2667,6500,0,no
2991,87024165,8950,36,0.17, 319.05 ,4,1,2.0,RENT,37336.0,Source Verified,debt_consolidation,Debt consolidation,AZ,13.18,0,Dec-07,0,27.0,,8,0,6464,30.20%,11,w,27.0,0,12184,2,1,0,1,19.0,5720,77.0,3,5,3937,42,21400,1,0,0,6,1523,6882.0,39.6,0,0,19.0,104,1,1,1,1.0,53.0,19.0,53.0,1,3,5,4,6,1,7,9,5,8,0.0,0,0,3,81.8,25.0,0,0,28819,12184,11400,7419,yes
2992,85573103,10000,36,0.11, 329.72 ,2,5,1.0,MORTGAGE,100000.0,Verified,medical,Medical expenses,NC,6.38,0,Nov-02,0,81.0,,6,0,13611,62.20%,9,w,81.0,0,152173,1,0,0,0,135.0,0,,1,1,3342,62,21900,0,0,0,1,25362,2273.0,82.4,0,0,135.0,164,4,4,1,4.0,81.0,,81.0,1,4,5,4,6,1,5,7,5,6,0.0,0,0,1,88.9,75.0,0,0,176869,13611,12900,0,no
2993,86532172,20000,36,0.24, 789.82 ,5,3,1.0,MORTGAGE,100000.0,Verified,debt_consolidation,Debt consolidation,NJ,1.28,0,May-03,1,42.0,,5,0,2005,18.40%,14,w,,0,221608,1,0,0,0,69.0,0,,2,2,1372,18,10900,0,0,1,2,44322,5492.0,25.8,0,0,69.0,158,1,1,3,1.0,,1.0,,0,2,3,2,5,1,4,10,3,5,0.0,0,0,2,92.9,0.0,0,0,245900,2005,7400,0,yes
2994,86952712,11200,60,0.27, 341.93 ,6,3,5.0,MORTGAGE,50064.0,Verified,debt_consolidation,Debt consolidation,TX,25.81,1,May-11,1,21.0,,8,0,3782,44.50%,15,w,,0,147991,1,2,2,3,3.0,60323,82.0,1,1,1029,52,8500,1,4,3,5,18499,0.0,102.9,0,0,61.0,63,12,3,1,12.0,,3.0,,0,1,2,1,1,9,5,5,2,8,0.0,0,0,3,93.3,100.0,0,0,156773,64105,1000,60692,no
2995,87143956,32000,60,0.18, 812.42 ,4,2,10.0,MORTGAGE,79000.0,Verified,debt_consolidation,Debt consolidation,IL,16.18,1,May-02,0,22.0,,8,0,4652,93%,21,w,,0,181963,0,2,0,1,24.0,23706,55.0,0,0,2311,59,5000,0,0,1,2,25995,348.0,93.0,0,0,130.0,171,28,9,6,56.0,,10.0,,1,4,4,4,6,6,5,9,4,8,0.0,0,0,1,85.7,100.0,0,0,203811,28358,5000,43449,yes
2996,87124229,8000,36,0.09, 254.37 ,2,1,2.0,MORTGAGE,80000.0,Source Verified,home_improvement,Home improvement,NY,1.47,0,Apr-02,0,,,3,0,4949,38.70%,6,w,,0,345236,0,0,0,0,46.0,0,,0,0,4949,39,12800,0,0,0,0,115079,51.0,99.0,0,0,46.0,172,56,46,1,56.0,,,,0,1,1,1,3,1,2,4,1,3,0.0,0,0,0,100.0,100.0,0,0,387800,4949,5000,0,no
2997,87074536,15000,60,0.14, 352.85 ,3,4,10.0,MORTGAGE,50000.0,Source Verified,debt_consolidation,Debt consolidation,NC,10.03,0,Jun-95,0,61.0,,21,0,17412,52.10%,30,w,,0,260368,0,7,2,3,8.0,112173,102.0,0,4,2988,90,33400,0,0,0,8,15316,1545.0,72.4,0,0,167.0,254,15,8,1,38.0,,16.0,,0,2,9,2,5,9,13,20,9,21,0.0,0,0,2,93.3,50.0,0,0,277376,129585,5600,110440,yes
2998,87084122,5000,36,0.09, 158.98 ,2,1,10.0,RENT,62200.0,Verified,debt_consolidation,Debt consolidation,CA,14.89,0,Dec-94,1,,69.0,8,1,4258,48.90%,16,w,,0,29509,1,1,0,1,20.0,25251,73.0,2,4,2100,68,8700,2,5,4,5,4216,764.0,74.5,0,0,260.0,260,4,4,2,12.0,,4.0,,0,2,5,2,3,5,7,9,5,8,0.0,0,0,2,100.0,50.0,1,0,43391,29509,3000,34691,yes
2999,86403055,3600,36,0.11, 118.70 ,2,5,8.0,MORTGAGE,39200.0,Verified,home_improvement,Home improvement,MI,21.59,0,Mar-86,2,,72.0,15,1,1663,13.60%,34,w,,0,59990,5,2,3,5,2.0,24377,96.0,3,3,1341,69,12200,0,2,3,9,6666,2159.0,38.3,0,0,157.0,364,0,0,2,69.0,,0.0,,0,1,3,1,7,10,12,22,3,14,0.0,0,0,7,100.0,0.0,1,0,71650,26040,3500,25500,yes
3000,86472113,16875,36,0.16, 589.87 ,3,5,3.0,MORTGAGE,145300.0,Source Verified,other,Other,FL,4.86,2,Jan-07,1,3.0,,11,0,6221,23.70%,26,w,,0,324236,2,2,0,1,19.0,17981,68.0,5,10,3027,46,26200,1,0,1,12,29476,13980.0,30.8,0,0,114.0,115,5,2,5,5.0,,1.0,3.0,0,4,5,5,12,5,7,16,5,11,0.0,0,0,6,92.3,0.0,0,0,362266,24202,20200,26311,no
3001,86682485,4200,36,0.14, 144.55 ,3,4,1.0,RENT,112200.0,Verified,debt_consolidation,Debt consolidation,MD,10.72,0,Jul-04,1,58.0,,13,0,10906,28.90%,16,w,,0,33419,0,4,1,4,11.0,22513,75.0,0,4,5171,49,37800,1,1,7,8,2571,22691.0,31.0,0,0,145.0,52,18,11,0,18.0,,1.0,,0,5,6,7,8,6,9,10,6,13,0.0,0,0,1,93.7,14.3,0,0,67749,33419,32900,29949,yes
3002,86902817,12000,36,0.11, 395.66 ,2,5,0.0,MORTGAGE,37000.0,Verified,debt_consolidation,Debt consolidation,MS,16.29,0,Mar-03,0,32.0,57.0,9,1,2743,21.40%,17,f,73.0,0,105470,1,1,0,1,20.0,14472,72.0,3,8,1520,52,12800,1,0,0,9,11719,8222.0,22.4,0,0,160.0,114,2,2,2,2.0,73.0,14.0,73.0,3,3,4,4,8,4,7,11,4,9,0.0,0,0,3,76.5,0.0,0,0,124826,17215,10600,20070,yes
3003,86832793,20000,36,0.14, 688.33 ,3,4,1.0,RENT,60000.0,Verified,other,Other,CA,17.82,0,Mar-11,0,,,9,0,3423,28.30%,10,w,,0,51199,0,2,0,2,15.0,47776,83.0,1,1,1809,73,12100,1,0,2,3,5689,5146.0,39.5,0,0,15.0,65,9,9,0,9.0,,9.0,,0,2,4,3,3,2,7,8,4,9,0.0,0,0,1,100.0,33.3,0,0,69927,51199,8500,57827,yes
3004,87026541,16000,60,0.1, 343.83 ,2,3,2.0,RENT,62500.0,Source Verified,debt_consolidation,Debt consolidation,TX,22.85,0,Jul-06,0,,,12,0,6687,14.90%,20,w,,0,81345,0,6,2,3,8.0,74658,103.0,0,0,5443,69,45000,0,1,2,3,6779,35813.0,15.7,0,0,121.0,89,28,8,0,28.0,,8.0,,0,2,2,5,5,13,6,7,2,12,0.0,0,0,2,100.0,40.0,0,0,117690,81345,42500,72690,yes
3005,86913073,8000,36,0.11, 263.78 ,2,5,0.5,MORTGAGE,65000.0,Source Verified,other,Other,TX,13.07,2,Nov-05,0,8.0,,7,0,2260,30.10%,24,w,,0,110749,0,2,0,2,21.0,68262,69.0,0,3,1378,50,7500,1,0,1,5,15821,1840.0,55.1,0,0,129.0,34,19,19,2,19.0,8.0,5.0,8.0,0,2,2,2,2,18,4,4,2,7,0.0,0,0,0,86.4,50.0,0,0,123948,70522,4100,70560,yes
3006,87065540,6000,36,0.1, 194.99 ,2,3,0.5,RENT,27000.0,Verified,credit_card,Credit card refinancing,UT,8.31,0,Mar-95,0,,,6,0,4160,40%,16,w,,0,11344,0,1,0,0,257.0,7184,57.0,1,1,4160,49,10400,0,0,1,1,1891,940.0,81.6,0,0,257.0,197,10,10,0,63.0,,10.0,,0,1,1,2,11,2,5,14,1,6,0.0,0,0,1,100.0,50.0,0,0,23018,11344,5100,12618,yes
3007,85852630,8000,36,0.17, 285.19 ,4,1,10.0,MORTGAGE,36000.0,Verified,credit_card,Credit card refinancing,MO,23.83,2,Oct-00,0,21.0,,10,0,11369,43.70%,16,w,21.0,0,71005,1,1,1,1,8.0,7926,86.0,1,3,3672,55,26000,0,0,0,4,7101,9465.0,53.4,0,0,139.0,189,0,0,3,0.0,21.0,13.0,21.0,1,4,6,5,5,3,8,10,6,10,0.0,0,1,2,56.2,20.0,0,0,128384,19295,20300,9200,yes
3008,87065525,6000,36,0.13, 203.59 ,3,2,10.0,RENT,66400.0,Source Verified,debt_consolidation,Debt consolidation,TN,15.43,0,Feb-02,0,66.0,,7,0,6184,52%,14,w,91.0,0,39009,1,2,1,1,2.0,32825,86.0,1,2,3966,78,11900,0,2,3,3,6502,334.0,92.2,0,0,141.0,174,7,2,0,49.0,91.0,2.0,91.0,1,1,3,1,4,6,5,8,3,7,0.0,0,0,2,85.7,100.0,0,0,50025,39009,4300,38125,yes
3009,87035402,14000,36,0.11, 461.60 ,2,5,4.0,RENT,40000.0,Verified,debt_consolidation,Debt consolidation,GA,22.38,0,Nov-11,0,,,4,0,6383,67.20%,5,w,,0,23920,0,1,0,0,25.0,17537,63.0,0,0,3401,64,9500,0,0,0,0,5980,1499.0,69.4,0,0,37.0,57,39,25,0,57.0,,18.0,,0,1,3,1,1,2,3,3,3,4,0.0,0,0,0,100.0,0.0,0,0,37535,23920,4900,28035,yes
